artist,song,tag,content,tag_2,prompt_baseline_gemma,sentence,generated_content,id
Becky Hill,My Heart Goes (La Di Da),[Chorus],"My heart goes
La di da, da di da
La di da, da di da
La di da, da di da
My heart goes
La di da, da di da
La di da, da di da
La di da, da di da
My heart goes",[Chorus],"Write the [Chorus] of a song titled ""My Heart Goes (La Di Da)"" in the style of ""Becky Hill"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""My Heart Goes (La Di Da)"" in the style of ""Becky Hill"". Generate only 4 sentences.","(Chorus)
My heart goes (La Di Da)
Like a rhythm in the night
Got a feeling I just can't shake
La Di Da, you're takin' over my fate",112
Becky Hill,My Heart Goes (La Di Da),[Drop],"Ooh-ooh-ooh-ooh-ooh-ooh-ooh
I'm deep in your love, deep in your love, ooh-ooh
Ooh-ooh-ooh-ooh-ooh-ooh-ooh
I'm deep in your love, deep in your love, ooh-ooh",[Drop],"Write the [Drop] of a song titled ""My Heart Goes (La Di Da)"" in the style of ""Becky Hill"". Generate only 4 sentences.","Write the [Drop] of a song titled ""My Heart Goes (La Di Da)"" in the style of ""Becky Hill"". Generate only 4 sentences.","(Drop)
Deep breath in, feel the rhythm climb
Heartbeat like a drum, gonna shake this time
La di da, la di da, feeling fine
My heart's in the pocket, gonna make it shine.",113
Becky Hill,My Heart Goes (La Di Da),[Chorus],"My heart goes
La di da, da di da
La di da, da di da (I'm deep in your love)
La di da, da di da (I'm deep in your love)
My heart goes (Ooh-ooh-ooh-ooh-ooh-ooh-ooh)
La di da, da di da
La di da, da di da (I'm deep in your love)
La di da, da di da (I'm deep in your love)
My heart goes",[Chorus],"Write the [Chorus] of a song titled ""My Heart Goes (La Di Da)"" in the style of ""Becky Hill"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""My Heart Goes (La Di Da)"" in the style of ""Becky Hill"". Generate only 4 sentences.","(Chorus)
My heart goes (La Di Da)
Like a rhythm in the night
Got a feeling that's gonna take flight
My love's gonna shine, oh so bright",114
Bee Gees,Tragedy,[Verse 1],"Here I lie in a lost and lonely part of town
Held in time in a world of tears, I slowly drown
Going home, I just can't make it all alone
I really should be holding you, holding you
Loving you, loving you",[Verse],"Write the [Verse] of a song titled ""Tragedy"" in the style of ""Bee Gees"". Generate only 4 sentences.","Write the [Verse] of a song titled ""Tragedy"" in the style of ""Bee Gees"". Generate only 4 sentences.","(Verse)
Shadows linger long, a silent tear,
Memories echo in this lonely year.
A melody of sorrow, a haunting refrain,
Tragedy's the echo whispering your name.",115
Bee Gees,Tragedy,[Chorus],"Tragedy
When the feeling's gone, and you can't go on, It's tragedy
When the morning cries and you don't know why, it's hard to bear
With no one to love you, you're going nowhere
Tragedy
When you lose control, and you got no soul, it's tragedy
When the morning cries and you don't know why, it's hard to bear
With no one beside you, you're going nowhere",[Chorus],"Write the [Chorus] of a song titled ""Tragedy"" in the style of ""Bee Gees"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""Tragedy"" in the style of ""Bee Gees"". Generate only 4 sentences.","(Chorus)
Oh, a tragedy unfolds, shadows in the street
Broken hearts and shattered dreams, a bitter victory sweet
Shadows linger in the night, whispers in the breeze
Tragedy's a melody, a haunting melody that pleas.",116
Bee Gees,Tragedy,[Verse 2],"Night and day, there's a burning down inside of me, ah
Burning love with a yearning that won't let me be
Down I go, and I just can't take it all alone
I really should be holding you, holding you
Loving you, loving you",[Verse],"Write the [Verse] of a song titled ""Tragedy"" in the style of ""Bee Gees"". Generate only 4 sentences.","Write the [Verse] of a song titled ""Tragedy"" in the style of ""Bee Gees"". Generate only 4 sentences.","(Verse)
Shadows linger, memories dance,
A melody of a life that chance
Could not mend, a love that sank,
Tragedy's echo in the candle's bank.",117
Bee Gees,Tragedy,[Chorus],"Tragedy
When the feeling's gone, and you can't go on, It's tragedy
When the morning cries and you don't know why, it's hard to bear
With no one to love you, you're going nowhere
Tragedy
When you lose control, and you got no soul, it's tragedy
When the morning cries and you don't know why, it's hard to bear
With no one beside you, you're going nowhere
Ah
You might also like",[Chorus],"Write the [Chorus] of a song titled ""Tragedy"" in the style of ""Bee Gees"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""Tragedy"" in the style of ""Bee Gees"". Generate only 4 sentences.","Tragedy, oh tragedy, shadows falling on the wall
Hearts are breaking, love is fading, darkness starts to call
Oh, the tears we cry, like the ocean waves so high
But in the morning light, will hope still touch the sky?",118
Bee Gees,Tragedy,[Outro],"Tragedy
When the feeling's gone, and you can't go on, it's tragedy
When the morning cries and you don't know why, it's hard to bear
With no one to love you, you're going nowhere
Ah, tragedy
When you lose control, and you got no soul, it's tragedy
When the morning cries and you don't know why, it's hard to bear
With no one beside you, you're going nowhere
Ah, tragedy
When the feeling's gone, and you can't go on, it's tragedy
When the morning cries and you don't know why, it's hard to bear
With no one to love you, you're going nowhere
Ah, tragedy
When you lose control, and you got no soul, it's tragedy
When the morning cries and you don't know why, it's hard to bear
With no one beside you, you're going nowhere
Ah, tragedy
When the feeling's gone, and you can't go on, it's tragedy
When the morning cries and you don't know why, it's hard to bear
With no one to love you, you're going nowhere
Ah, tragedy",[Outro],"Write the [Outro] of a song titled ""Tragedy"" in the style of ""Bee Gees"". Generate only 4 sentences.","Write the [Outro] of a song titled ""Tragedy"" in the style of ""Bee Gees"". Generate only 4 sentences.","(Outro)
Oh, the echoes linger in the night
Shadows stretching, pale and tight
A melody of sorrow's sigh
Tragedy's echo, reaching high.",119
Black Eyed Peas,Let’s Get Retarded,"[Intro: Fergie, apl.de.ap, Both]","Let's get retarded in here
And the bass keeps runnin', runnin' and runnin', runnin'
And runnin', runnin' and runnin', runnin'
And runnin', runnin' and runnin', runnin'
And runnin', runnin' and runnin', runnin' and",[Intro],"Write the [Intro] of a song titled ""Let’s Get Retarded"" in the style of ""Black Eyed Peas"". Generate only 4 sentences.","Write the [Intro] of a song titled ""Let’s Get Retarded"" in the style of ""Black Eyed Peas"". Generate only 4 sentences.","(Heavy hip-hop beat kicks in)

Yo, they call us crazy, they call us fools
But we ain't phased, 'cause in this game, we rule
Got the brains on lock, but the party's in our souls
Let's get retarded, 'cause this night, we take control.",120
Black Eyed Peas,Let’s Get Retarded,"[Verse 1: will.i.am, will.i.am & apl.de.ap, will.i.am & Fergie]","In this context, there's no disrespect
So when I bust my rhyme, you break yo necks
We got five minutes for us to disconnect
From all intellect and let the rhythm effect
Obstacles are inefficient, follow your intuition
Free your inner soul and break away from tradition
'Cause when we be out, girlies pull they weave out
You wouldn't believe how we wow shit out
Burn it 'til it's burned out, turn it 'til it's turned out
Act up from north, west, east, south",[Verse],"Write the [Verse] of a song titled ""Let’s Get Retarded"" in the style of ""Black Eyed Peas"". Generate only 4 sentences.","Write the [Verse] of a song titled ""Let’s Get Retarded"" in the style of ""Black Eyed Peas"". Generate only 4 sentences.","(Verse)
Eyes wide shut, countin' blessings in the night
Ignorin' haters, they ain't got the right
To tell me I'm slow, to hold me back in chains
Let's get retarded, break these barriers and reign.",121
Black Eyed Peas,Let’s Get Retarded,"[Pre-Chorus: All, will.i.am]","Everybody (Yeah), everybody (Yeah)
Just get into it (Yeah), get stupid (Come on)
Get retarded (Come on), get retarded (Yeah)
Get retarded",[Pre-Chorus],"Write the [Pre-Chorus] of a song titled ""Let’s Get Retarded"" in the style of ""Black Eyed Peas"". Generate only 4 sentences.","Write the [Pre-Chorus] of a song titled ""Let’s Get Retarded"" in the style of ""Black Eyed Peas"". Generate only 4 sentences.","(Pre-Chorus)
Eyes like lasers, brains on fire
Got that rhythm, soul on higher
Let's get retarded, shake the ground
Tonight's the night, gonna spin it round",122
Black Eyed Peas,Let’s Get Retarded,"[Chorus: will.i.am, apl.de.ap, Fergie]","Let's get retarded (Hah)
Let's get retarded in here
Let's get retarded (Hah)
Let's get retarded in here
Let's get retarded (Hah)
Let's get retarded in here
Let's get retarded (Hah)
Let's get retarded in here, yeah
See Black Eyed Peas LiveGet tickets as low as $43You might also like",[Chorus],"Write the [Chorus] of a song titled ""Let’s Get Retarded"" in the style of ""Black Eyed Peas"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""Let’s Get Retarded"" in the style of ""Black Eyed Peas"". Generate only 4 sentences.","(Chorus)
Let's get retarded, get flippin' stupid
Leave the common sense at the stupid pool
We're gonna party like it's the end of the world
So let's get faded, get wild and unfurled",123
Black Eyed Peas,Let’s Get Retarded,"[Verse 2: Taboo, Taboo & Fergie]","Lose control of body and soul
Don't move too fast, people, just take it slow
Don't get ahead, just jump into it
Y'all hear about it, the Peas will do it
Get started, get stupid
Don't worry about it, people, we'll walk you through it
Step by step like an infant new kid
Inch by inch with the new solution
Transmit hits with no delusion
The feeling's irresistible and that's how we movin'",[Verse],"Write the [Verse] of a song titled ""Let’s Get Retarded"" in the style of ""Black Eyed Peas"". Generate only 4 sentences.","Write the [Verse] of a song titled ""Let’s Get Retarded"" in the style of ""Black Eyed Peas"". Generate only 4 sentences.","(Verse)
Head bobbin', beat boppin', ain't no stoppin'
Got that rhythm in my soul, feelin' like a popping
Got my crew, got my drinks, got that funky feeling
Let's get retarded, make the speakers keep reelin'",124
Black Eyed Peas,Let’s Get Retarded,"[Pre-Chorus: All, will.i.am]","(Yo) Everybody (Yeah), everybody (Yeah)
Just get into it (Yeah) and get stupid (Come on)
Get retarded (Come on), get retarded (Yeah)
Get retarded",[Pre-Chorus],"Write the [Pre-Chorus] of a song titled ""Let’s Get Retarded"" in the style of ""Black Eyed Peas"". Generate only 4 sentences.","Write the [Pre-Chorus] of a song titled ""Let’s Get Retarded"" in the style of ""Black Eyed Peas"". Generate only 4 sentences.","(Pre-Chorus)
Step aside, world's gonna hear our vibe
Got a rhythm so sick, gonna make you thrive
Let's get retarded, shake it to the core
Tonight we party, can't take it no more",125
Black Eyed Peas,Let’s Get Retarded,"[Chorus: will.i.am, apl.de.ap, Fergie]","Let's get retarded (Hah)
Let's get retarded in here
Let's get retarded (Hah)
Let's get retarded in here
Let's get retarded (Hah)
Let's get retarded in here
Let's get retarded (Hah)
Let's get retarded in here, yeah",[Chorus],"Write the [Chorus] of a song titled ""Let’s Get Retarded"" in the style of ""Black Eyed Peas"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""Let’s Get Retarded"" in the style of ""Black Eyed Peas"". Generate only 4 sentences.","(Chorus)
Let's get retarded, shake it to the core
Leave the world behind, close that mental door
Brain cells ain't got nothin' on the rhythm we deploy
So let's get retarded, gonna dance the night away",126
Black Eyed Peas,Let’s Get Retarded,"[Post-Chorus: apl.de.ap, will.i.am, Fergie]","(And the bass keeps runnin', runnin' and runnin', runnin')
C'mon y'all, let's get coo-koo, uh-huh, let's get coo-koo in here
Wild out, get coo-koo, uh-huh, let's get coo-koo in here
Wild out, get coo-koo, uh-huh, let's get coo-koo in here (Oh, oh, oh)
Ya, ya, ya, ya, ya, ya, ya, ya, ya, ya, ya, ya, ya, ya, ya, ya",[Post-Chorus],"Write the [Post-Chorus] of a song titled ""Let’s Get Retarded"" in the style of ""Black Eyed Peas"". Generate only 4 sentences.","Write the [Post-Chorus] of a song titled ""Let’s Get Retarded"" in the style of ""Black Eyed Peas"". Generate only 4 sentences.","Can't hear the haters, they all in retreat
Got that rhythm in our souls, feelin' sweet
Let's get retarded, shake it to the beat
Tonight we party like there's no tomorrow, sweet!",127
Black Eyed Peas,Let’s Get Retarded,"[Verse 3: apl.de.ap, apl.de.ap & Fergie]","Let's get ill, that's the deal
At the gate and we'll bring the thugged out drill
(Just) Lose your mind, this is the time
Y'all can't stand still, trust and bang your spine
(Just) Bob your head like epilepsy
Up inside the club or in your Bentley
Get messy, loud and sick
You mind pass normal on another head trip
(So) Come them now, do not correct it
Let's get ign'ant, let's get hectic",[Verse],"Write the [Verse] of a song titled ""Let’s Get Retarded"" in the style of ""Black Eyed Peas"". Generate only 4 sentences.","Write the [Verse] of a song titled ""Let’s Get Retarded"" in the style of ""Black Eyed Peas"". Generate only 4 sentences.","(Verse)
Eyes bloodshot, brain in a fog,
Weekend's been long, feelin' like a frog,
Need a little something to shake this drone,
Let's get retarded, make this party known.",128
Black Eyed Peas,Let’s Get Retarded,"[Pre-Chorus: All, will.i.am]","Everybody (Yeah), everybody (Yeah)
Just get into it (Yeah), get stupid (Come on)
Get retarded (Come on), get retarded (Yeah)
Get retarded",[Pre-Chorus],"Write the [Pre-Chorus] of a song titled ""Let’s Get Retarded"" in the style of ""Black Eyed Peas"". Generate only 4 sentences.","Write the [Pre-Chorus] of a song titled ""Let’s Get Retarded"" in the style of ""Black Eyed Peas"". Generate only 4 sentences.","(Pre-Chorus)
Eyes bloodshot, brain on slow
Got that Friday feeling, ain't nowhere to go
But tonight we got a mission, ain't no time to stall
Let's get retarded, gonna party in the hall",129
Black Eyed Peas,Let’s Get Retarded,"[Chorus: will.i.am, apl.de.ap & Fergie]","Let's get retarded (Hah)
Let's get retarded in here
Let's get retarded (Hah)
Let's get retarded in here (R-e-t-a-r-d-e-d)
Let's get retarded (Hah)
Let's get retarded in here
Let's get retarded (Hah)
Let's get retarded in here, yeah (Whoa, whoa, whoa, whoa)",[Chorus],"Write the [Chorus] of a song titled ""Let’s Get Retarded"" in the style of ""Black Eyed Peas"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""Let’s Get Retarded"" in the style of ""Black Eyed Peas"". Generate only 4 sentences.","(Chorus)
Let's get retarded, shake it to the core
Leave the worries far behind, open up the door
Move it, shake it, get that rhythm going
Let's get retarded, let the feelings flowing",130
Black Eyed Peas,Let’s Get Retarded,"[Post-Chorus: will.i.am, apl.de.ap, Fergie]","Get coo-koo, uh-huh, we coo-koo in here
Let's get coo-koo, uh-huh, we coo-koo in here (R-e-t-a-r-d-e-d)
Get coo-koo, uh-huh, we coo-koo in here (Oh, oh, oh)
(Come on and say) Ya, ya, ya, ya, ya, ya, ya, ya, ya, ya, ya, ya, ya, ya, ya, ya",[Post-Chorus],"Write the [Post-Chorus] of a song titled ""Let’s Get Retarded"" in the style of ""Black Eyed Peas"". Generate only 4 sentences.","Write the [Post-Chorus] of a song titled ""Let’s Get Retarded"" in the style of ""Black Eyed Peas"". Generate only 4 sentences.","Can't hold it in, let the rhythm take hold
Bodies movin', minds explode
Let's get retarded, ain't no time to fold
This party's gonna blow the roof off the pole.",131
Black Eyed Peas,Let’s Get Retarded,[Outro: apl.de.ap],"And runnin', runnin' and runnin', runnin'
And runnin', runnin' and runnin', runnin'...",[Outro],"Write the [Outro] of a song titled ""Let’s Get Retarded"" in the style of ""Black Eyed Peas"". Generate only 4 sentences.","Write the [Outro] of a song titled ""Let’s Get Retarded"" in the style of ""Black Eyed Peas"". Generate only 4 sentences.","(Outro)
Brain cells on vacation, ain't no time for debate
Got the rhythm takin' over, feelin' the cerebral shake
Let's get retarded, to a different state of mind
Where worries fade and party people we find.",132
Boyce Avenue,Heaven,[Verse 1: Megan Nicole],"Oh, thinkin' about all our younger years
There was only you and me
We were young and wild and free
Now nothin' can take you away from me
We've been down that road before
But that's over now
You keep me comin' back for more",[Verse],"Write the [Verse] of a song titled ""Heaven"" in the style of ""Boyce Avenue"". Generate only 4 sentences.","Write the [Verse] of a song titled ""Heaven"" in the style of ""Boyce Avenue"". Generate only 4 sentences.","(Verse)
Sun bleeds into golden, paints the clouds in sighs
Shadows stretching longer, reaching for the skies
In this quiet desperation, I close my eyes and pray
Maybe in heaven, love will find its way.",133
Boyce Avenue,Heaven,[Chorus: Alejandro Manzano],"Baby you're all that I want
When you're lyin' here in my arms
I'm findin' it hard to believe
We're in heaven
And love is all that I need
And I found it there in your heart
It isn't too hard to see
We're in heaven",[Chorus],"Write the [Chorus] of a song titled ""Heaven"" in the style of ""Boyce Avenue"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""Heaven"" in the style of ""Boyce Avenue"". Generate only 4 sentences.","(Chorus)
Sun bleeds gold into the sky,
Shadows stretching, reaching high.
In this moment, I feel light,
Heaven's in your eyes tonight.",134
Boyce Avenue,Heaven,[Verse 2: Megan Nicole],"Oh, once in your life you find someone
Who will turn your world around
Bring you up when you're feelin' down
Yeah, nothin' could change what you mean to me
Oh, there's lots that I could say
But just hold me now
Cause our love will light the way
See Boyce Avenue LiveGet tickets as low as $47You might also like",[Verse],"Write the [Verse] of a song titled ""Heaven"" in the style of ""Boyce Avenue"". Generate only 4 sentences.","Write the [Verse] of a song titled ""Heaven"" in the style of ""Boyce Avenue"". Generate only 4 sentences.","(Verse)
Sun bleeds into twilight, painting clouds in gold
Shadows stretch like lovers, secrets to unfold
In this quiet sanctuary, where whispers gently roam
We'll find peace in each other, in this heaven we've known.",135
Boyce Avenue,Heaven,[Chorus: Alejandro Manzano & Megan Nicole],"Baby you're all that I want
When you're lyin' here in my arms
I'm findin' it hard to believe
We're in heaven
And love is all that I need
And I found it there in your heart
It isn't too hard to see
We're in heaven",[Chorus],"Write the [Chorus] of a song titled ""Heaven"" in the style of ""Boyce Avenue"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""Heaven"" in the style of ""Boyce Avenue"". Generate only 4 sentences.","(Chorus)
Sun bleeds gold into the sky,
Shadows stretching, reaching high.
In this moment, I feel alive,
Heaven's calling, can't deny.",136
Boyce Avenue,Heaven,[Bridge: Alejandro Manzano & Megan Nicole],"I've been waitin' for so long
For somethin' to arrive
For love to come along
Now our dreams are comin' true
Through the good times and the bad
Yeah, I'll be standin' there by you
Ohhhh",[Bridge],"Write the [Bridge] of a song titled ""Heaven"" in the style of ""Boyce Avenue"". Generate only 4 sentences.","Write the [Bridge] of a song titled ""Heaven"" in the style of ""Boyce Avenue"". Generate only 4 sentences.","(Bridge)
Sun bleeds into moon, shadows stretch and sway
Memories of summer linger in the air today
In whispers of the wind, I hear your gentle plea
Leading me to you, where peace finally runs free.",137
Boyce Avenue,Heaven,[Chorus: Alejandro Manzano & Megan Nicole],"Baby you're all that I want
When you're lyin' here in my arms
I'm findin' it hard to believe
We're in heaven
And love is all that I need
And I found it there in your heart
It isn't too hard to see
We're in heaven
Heaven wooo-ohhh",[Chorus],"Write the [Chorus] of a song titled ""Heaven"" in the style of ""Boyce Avenue"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""Heaven"" in the style of ""Boyce Avenue"". Generate only 4 sentences.","(Chorus)
Golden light paints the clouds above,
Memories like whispers, soft and love.
In the silence, I hear your voice,
Leading me to heaven, where peace enjoys.",138
Boyce Avenue,Heaven,[Outro: Alejandro Manzano & Megan Nicole],"You're all that i want
You're all that i need
We're in heaven
We're in heaven
We're in heavenEmbed",[Outro],"Write the [Outro] of a song titled ""Heaven"" in the style of ""Boyce Avenue"". Generate only 4 sentences.","Write the [Outro] of a song titled ""Heaven"" in the style of ""Boyce Avenue"". Generate only 4 sentences.","(Guitar fades out slowly)

In whispers, voices echo,
Memories of home in every echo.
Heaven's a journey, not a place to land,
Love transcends, forever in our hand.",139
Britney Spears,Work Bitch,[Intro],"You wanna?
You wanna?",[Intro],"Write the [Intro] of a song titled ""Work Bitch"" in the style of ""Britney Spears"". Generate only 4 sentences.","Write the [Intro] of a song titled ""Work Bitch"" in the style of ""Britney Spears"". Generate only 4 sentences.","(Uplifting, driving beat kicks in)

Hey there, sunshine, feeling fine
Got my coffee, got my grind
Time to leave these walls, gonna shake the line
Work, work, work, it's gonna be fine",140
Britney Spears,Work Bitch,[Chorus],"You want a hot body?
You want a Bugatti?
You want a Maserati?
You better work bitch
You want a Lamborghini?
Sip martinis?
Look hot in a bikini?
You better work bitch
You wanna live fancy?
Live in a big mansion?
Party in France?
You better work bitch
You better work bitch
You better work bitch
You better work bitch",[Chorus],"Write the [Chorus] of a song titled ""Work Bitch"" in the style of ""Britney Spears"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""Work Bitch"" in the style of ""Britney Spears"". Generate only 4 sentences.","Work, work, work, that's the life I live
Got my hustle on, ain't no time to grieve
Got my goals to reach, ain't no time to sleep
Work like a boss, that's the queen I keep!",141
Britney Spears,Work Bitch,[Drop],"Now get to work bitch
(Ah-ah)
Now get to work bitch
(Ah-ah)
You might also like",[Drop],"Write the [Drop] of a song titled ""Work Bitch"" in the style of ""Britney Spears"". Generate only 4 sentences.","Write the [Drop] of a song titled ""Work Bitch"" in the style of ""Britney Spears"". Generate only 4 sentences.","(Drop)
Bass thumpin', heart pumpin', adrenaline rushin'
Diamonds glistenin', got the money hushin'
Move it, shake it, body shakin' loose
Work, work, work, that's the only truth.",142
Britney Spears,Work Bitch,[Verse 1],"Bring it on, ring the alarm
Don't stop now, just be the champion
Work it hard like it's your profession
Watch out now, 'cause here it comes
Here comes the smasher
Here comes the master
Here comes the big beat
Big beat to blast ya
No time to quit now
Just time to get it now
Pick up what I'm puttin' down
Pick up what I'm puttin' down",[Verse],"Write the [Verse] of a song titled ""Work Bitch"" in the style of ""Britney Spears"". Generate only 4 sentences.","Write the [Verse] of a song titled ""Work Bitch"" in the style of ""Britney Spears"". Generate only 4 sentences.","(Verse)
Step into the office, neon glow,
Boss man's got a smile, but his words are low.
Got my spreadsheets open, but my mind's on the beach,
Workin' like a dog, but I'm a queen, out of reach.",143
Britney Spears,Work Bitch,[Chorus],"You want a hot body?
You want a Bugatti?
You want a Maserati?
You better work bitch
You want a Lamborghini?
Sip martinis?
Look hot in a bikini?
You better work bitch
You wanna live fancy?
Live in a big mansion?
Party in France?
You better work bitch
You better work bitch
You better work bitch
You better work bitch",[Chorus],"Write the [Chorus] of a song titled ""Work Bitch"" in the style of ""Britney Spears"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""Work Bitch"" in the style of ""Britney Spears"". Generate only 4 sentences.","(Chorus)
Work, work, work, work, that's the life I choose
Got my hustle on, ain't no time for blues
Got my eyes on the prize, gonna reach my goals
Workin' like a boss, takin' control",144
Britney Spears,Work Bitch,[Drop],"Now get to work bitch
(Ah-ah)
Now get to work bitch
(Ah-ah)",[Drop],"Write the [Drop] of a song titled ""Work Bitch"" in the style of ""Britney Spears"". Generate only 4 sentences.","Write the [Drop] of a song titled ""Work Bitch"" in the style of ""Britney Spears"". Generate only 4 sentences.","(Drop)
Boom, here it is, the rhythm's on fire
Body movin', feelin' higher
Work, work, work, that's the life I desire
Shake it, shake it, set the night on fire",145
Britney Spears,Work Bitch,[Verse 2],"Break it up, break it down
See me comin' you can hear my sound
Tell somebody in your town
Spread the word, spread the word
Go call the police
Go call the governor
I bring the treble
Don't mean to trouble ya
I make it bubble up
Call me the bubbler
I am the bad bitch
The bitch that you're lovin' up",[Verse],"Write the [Verse] of a song titled ""Work Bitch"" in the style of ""Britney Spears"". Generate only 4 sentences.","Write the [Verse] of a song titled ""Work Bitch"" in the style of ""Britney Spears"". Generate only 4 sentences.","(Verse)
Step onto the floor, feel the rhythm in my soul
Got my stilettos on, gonna make the money roll
Got my lip gloss on, eyes like diamonds bright
Workin' like a boss, gonna shine all through the night",146
Britney Spears,Work Bitch,[Bridge],"Hold your head high
Fingers to the sky
They gon' try and try ya, but they can't deny ya
Keep it moving higher, and higher
Keep it moving higher, and higher
So hold your head high
Fingers to the sky
Now they don't believe ya, but they gonna need ya
Keep it moving higher and higher
Keep it moving higher and higher and higher",[Bridge],"Write the [Bridge] of a song titled ""Work Bitch"" in the style of ""Britney Spears"". Generate only 4 sentences.","Write the [Bridge] of a song titled ""Work Bitch"" in the style of ""Britney Spears"". Generate only 4 sentences.","(Bridge)
Heartbeat's takin' over, rhythm's in my soul
Got that drive, gonna make this money roll
Sweat drippin', but I don't care, eyes on the prize
Work, work, work, 'til the finish line in my eyes",147
Britney Spears,Work Bitch,[Post-Bridge],"Work, work, work, work
Work, work, work, work
Work, work, work, work
Work, work, work, work
Work it out, work it out, work it out, work it out
Work it out, work it out, work it out, work it out
Work it out, work it out, work it out, work it out
Work it out, work it out",[Post-Bridge],"Write the [Post-Bridge] of a song titled ""Work Bitch"" in the style of ""Britney Spears"". Generate only 4 sentences.","Write the [Post-Bridge] of a song titled ""Work Bitch"" in the style of ""Britney Spears"". Generate only 4 sentences.","But I ain't your secretary, ain't takin' orders, honey
Got my own hustle, gonna make my own story wander
Got my eyes on the prize, gonna climb to the top
Work, work, workin' like a boss, that's my pop.",148
Britney Spears,Work Bitch,[Drop],"You better work bitch
You better work bitch",[Drop],"Write the [Drop] of a song titled ""Work Bitch"" in the style of ""Britney Spears"". Generate only 4 sentences.","Write the [Drop] of a song titled ""Work Bitch"" in the style of ""Britney Spears"". Generate only 4 sentences.","(Drop)
Bass thumpin', heart pumpin', body jumpin'
Sweat drippin', rhythm takin' hold
Move your hips, shake it loose, let the rhythm unfold
Work, work, work, work, it's a pleasure to behold.",149
Bruno Mars,Talking to the Moon,[Verse 1],"I know you're somewhere out there
Somewhere far away
I want you back, I want you back
My neighbors think I'm crazy
But they don't understand
You're all I had, you're all I had",[Verse],"Write the [Verse] of a song titled ""Talking to the Moon"" in the style of ""Bruno Mars"". Generate only 4 sentences.","Write the [Verse] of a song titled ""Talking to the Moon"" in the style of ""Bruno Mars"". Generate only 4 sentences.","(Verse)
Pale moonlight paints the wall, shadows stretchin' long and tall
Got a whisper in my ear, secrets the night unfolds
Leanin' on the windowsill, moonbeams like a silver fill
Talking to the moon tonight, hope it hears my silent smile.",150
Bruno Mars,Talking to the Moon,[Pre-Chorus],"At night when the stars light up my room
I sit by myself",[Pre-Chorus],"Write the [Pre-Chorus] of a song titled ""Talking to the Moon"" in the style of ""Bruno Mars"". Generate only 4 sentences.","Write the [Pre-Chorus] of a song titled ""Talking to the Moon"" in the style of ""Bruno Mars"". Generate only 4 sentences.","(Pre-Chorus)
Streetlights paint the alley gold,
Shadows stretch like stories untold.
Moonbeams peek through dusty pane,
Tonight, I'm talking to the rain.",151
Bruno Mars,Talking to the Moon,[Chorus],"Talking to the moon
Tryna get to you
In hopes you're on the other side talking to me, too
Or am I a fool who sits alone talking to the moon?
Oh",[Chorus],"Write the [Chorus] of a song titled ""Talking to the Moon"" in the style of ""Bruno Mars"". Generate only 4 sentences.","Write the [Chorus] of a song titled ""Talking to the Moon"" in the style of ""Bruno Mars"". Generate only 4 sentences.","(Chorus)
Moon up in the sky, shining bright and bold
Got a secret whisper, just for you and gold
Talking to the moon, sharing all my fears
Hope you catch my words, echo through the years.",152
Bruno Mars,Talking to the Moon,[Verse 2],"I'm feeling like I'm famous, the talk of the town
They say I've gone mad
Yeah, I've gone mad
But they don't know what I know
'Cause when the sun goes down
Someone's talkin' back
Yeah, they're talkin' back, oh
See Bruno Mars LiveGet tickets as low as $116You might also like",[Verse],"Write the [Verse] of a song titled ""Talking to the Moon"" in the style of ""Bruno Mars"". Generate only 4 sentences.","Write the [Verse] of a song titled ""Talking to the Moon"" in the style of ""Bruno Mars"". Generate only 4 sentences.","(Verse)
Soft moonlight paints the wall, shadows stretching long and tall
Got a notebook filled with dreams, stories waiting to be called
Sitting here alone, thoughts echo in this empty room
Talking to the moon above, hoping it hears my boom-boom.",153
Bruno Mars,Talking to the Moon,[Pre-Chorus],"At night when the stars light up my room
I sit by myself",[Pre-Chorus],"Write the [Pre-Chorus] of a song titled ""Talking to the Moon"" in the style of ""Bruno Mars"". Generate only 4 sentences.","Write the [Pre-Chorus] of a song titled ""Talking to the Moon"" in the style of ""Bruno Mars"". Generate only 4 sentences.","Pale moonlight paints the wall, shadows stretch and stories crawl
Got a pen in hand, a whisper in the hall
Talking to the moon, secrets I can't recall
Hope it hears my words before the night is past.",154
